user_id,signup_date,cohort_month,acquisition_channel,plan,age_group,city_tier,onboarding_steps_completed,sessions_first_30_days,retained_day7,retained_day14,retained_day30,churned_month1,estimated_ltv
USR014444,2023-06-23,2023-06,Paid Search,Basic,35-44,Tier 1,5,3,1,1,0,1,1387.14
USR014445,2023-04-20,2023-04,Organic,Free,45+,Tier 2,5,6,1,1,1,0,94.61
USR014446,2023-10-06,2023-10,Social Media,Free,18-24,Tier 1,2,13,1,1,1,0,117.58
USR014447,2023-04-11,2023-04,Paid Search,Free,35-44,Tier 1,4,2,1,1,0,1,241.82
USR014448,2023-07-20,2023-07,Email,Free,25-34,Tier 2,3,27,1,1,1,0,160.25
USR014449,2023-08-18,2023-08,Organic,Pro,18-24,Tier 1,1,3,1,1,1,0,3247.07
USR014450,2023-11-09,2023-11,Paid Search,Pro,18-24,Tier 3,0,27,1,1,1,0,2927.42
USR014451,2023-06-13,2023-06,Referral,Free,25-34,Tier 2,2,3,1,0,0,1,230.25
USR014452,2023-08-15,2023-08,Social Media,Free,35-44,Tier 2,3,14,1,1,1,0,111.01
USR014453,2023-06-27,2023-06,Social Media,Free,25-34,Tier 1,2,4,1,1,0,1,318.69
USR014454,2023-05-03,2023-05,Organic,Free,35-44,Tier 2,3,3,1,1,1,0,240.75
USR014455,2023-02-16,2023-02,Email,Basic,35-44,Tier 3,3,4,1,1,0,1,1098.82
USR014456,2023-07-29,2023-07,Referral,Free,25-34,Tier 2,5,2,1,1,0,1,177.57
USR014457,2023-01-10,2023-01,Paid Search,Free,45+,Tier 2,2,1,0,0,0,1,147.21
USR014458,2023-12-05,2023-12,Organic,Free,25-34,Tier 2,5,27,1,1,1,0,218.54
USR014459,2023-02-14,2023-02,Social Media,Free,18-24,Tier 1,3,16,1,1,1,0,290.35
USR014460,2023-04-24,2023-04,Social Media,Basic,45+,Tier 1,1,13,1,1,1,0,1099.5
USR014461,2023-10-28,2023-10,Paid Search,Basic,18-24,Tier 1,3,15,1,1,1,0,1305.44
USR014462,2023-09-12,2023-09,Referral,Free,45+,Tier 3,5,12,1,1,1,0,111.89
USR014463,2023-12-19,2023-12,Paid Search,Basic,25-34,Tier 3,5,25,1,1,1,0,560.74
USR014464,2023-10-25,2023-10,Email,Free,25-34,Tier 3,5,1,0,0,0,1,138.56
USR014465,2023-06-12,2023-06,Email,Basic,18-24,Tier 1,4,13,1,1,1,0,1100.83
USR014466,2023-01-12,2023-01,Referral,Free,25-34,Tier 2,5,2,1,1,0,1,240.71
USR014467,2023-07-08,2023-07,Email,Pro,18-24,Tier 1,3,6,1,1,1,0,3099.27
USR014468,2023-11-08,2023-11,Organic,Pro,35-44,Tier 1,1,3,0,0,0,1,2190.37
USR014469,2023-05-26,2023-05,Referral,Free,45+,Tier 1,4,25,1,1,1,0,192.27
USR014470,2023-12-04,2023-12,Organic,Pro,25-34,Tier 2,4,6,1,1,1,0,2860.86
USR014471,2023-10-25,2023-10,Referral,Basic,18-24,Tier 3,5,23,1,1,1,0,1388.95
USR014472,2023-06-02,2023-06,Social Media,Free,25-34,Tier 2,3,7,1,1,1,0,96.88
USR014473,2023-05-28,2023-05,Organic,Basic,25-34,Tier 2,4,9,1,0,1,0,1325.27
USR014474,2023-06-23,2023-06,Referral,Basic,18-24,Tier 1,4,25,1,0,1,0,1095.9
USR014475,2023-05-05,2023-05,Referral,Pro,45+,Tier 1,0,2,0,0,0,1,1038.18
USR014476,2023-09-26,2023-09,Organic,Free,18-24,Tier 2,4,23,1,0,1,0,136.68
USR014477,2023-04-28,2023-04,Paid Search,Free,18-24,Tier 1,3,10,1,0,1,0,205.63
USR014478,2023-02-20,2023-02,Paid Search,Free,18-24,Tier 2,5,1,0,0,0,1,273.79
USR014479,2023-09-07,2023-09,Referral,Basic,18-24,Tier 2,4,27,1,0,1,0,1747.1
USR014480,2023-10-09,2023-10,Social Media,Free,18-24,Tier 1,5,4,1,0,0,1,231.04
USR014481,2023-04-17,2023-04,Social Media,Free,35-44,Tier 2,3,12,1,1,1,0,230.75
USR014482,2023-07-14,2023-07,Social Media,Basic,45+,Tier 1,5,11,1,1,1,0,1426.66
USR014483,2023-07-01,2023-07,Organic,Basic,45+,Tier 1,2,18,1,1,1,0,1107.27
USR014484,2023-07-21,2023-07,Organic,Free,45+,Tier 1,2,4,1,1,0,1,249.37
USR014485,2023-12-06,2023-12,Social Media,Basic,18-24,Tier 1,3,10,1,1,1,0,1323.37
USR014486,2023-08-24,2023-08,Organic,Pro,18-24,Tier 3,4,2,1,1,0,1,1410.58
USR014487,2023-02-23,2023-02,Organic,Free,45+,Tier 2,5,19,1,1,1,0,92.06
USR014488,2023-10-28,2023-10,Paid Search,Free,25-34,Tier 1,4,25,1,1,1,0,169.55
USR014489,2023-08-06,2023-08,Paid Search,Basic,18-24,Tier 1,1,1,0,0,0,1,1382.69
USR014490,2023-03-26,2023-03,Email,Basic,35-44,Tier 2,3,20,1,1,1,0,792.85
USR014491,2023-04-18,2023-04,Organic,Free,18-24,Tier 2,1,2,0,0,0,1,208.63
USR014492,2023-02-02,2023-02,Referral,Basic,45+,Tier 2,0,23,1,1,1,0,1429.03
USR014493,2023-02-16,2023-02,Social Media,Free,25-34,Tier 1,3,15,1,0,1,0,15.24
USR014494,2023-04-03,2023-04,Organic,Free,35-44,Tier 1,3,24,1,1,1,0,303.26
USR014495,2023-12-17,2023-12,Organic,Free,18-24,Tier 1,5,2,1,1,0,1,189.73
USR014496,2023-08-02,2023-08,Paid Search,Free,18-24,Tier 2,5,11,1,0,1,0,198.63
USR014497,2023-02-15,2023-02,Referral,Basic,25-34,Tier 1,1,1,0,0,0,1,1083.02
USR014498,2023-08-30,2023-08,Social Media,Free,35-44,Tier 3,2,16,1,0,1,0,275.94
USR014499,2023-02-10,2023-02,Social Media,Pro,18-24,Tier 3,5,9,1,0,1,0,3157.98
USR014500,2023-04-27,2023-04,Paid Search,Basic,25-34,Tier 1,5,13,1,1,1,0,616.71
USR014501,2023-04-02,2023-04,Organic,Basic,18-24,Tier 2,5,1,0,0,0,1,1146.01
USR014502,2023-09-24,2023-09,Referral,Free,25-34,Tier 1,2,3,1,1,0,1,184.15
USR014503,2023-03-24,2023-03,Social Media,Basic,18-24,Tier 1,5,5,1,1,1,0,1466.71
USR014504,2023-01-27,2023-01,Referral,Free,18-24,Tier 3,3,3,1,0,0,1,63.09
USR014505,2023-10-14,2023-10,Referral,Free,18-24,Tier 2,4,24,1,1,1,0,364.88
USR014506,2023-07-19,2023-07,Paid Search,Free,25-34,Tier 2,3,29,1,0,1,0,130.16
USR014507,2023-12-23,2023-12,Organic,Basic,18-24,Tier 1,4,3,1,1,1,0,1489.12
USR014508,2023-11-04,2023-11,Organic,Free,18-24,Tier 1,4,4,1,0,1,0,58.88
USR014509,2023-09-23,2023-09,Social Media,Basic,35-44,Tier 3,5,1,0,0,0,1,1086.68
USR014510,2023-12-13,2023-12,Organic,Basic,18-24,Tier 1,1,5,1,1,1,0,409.21
USR014511,2023-08-22,2023-08,Social Media,Free,18-24,Tier 2,0,3,0,0,0,1,156.73
USR014512,2023-04-17,2023-04,Paid Search,Basic,18-24,Tier 2,3,4,1,1,0,1,1616.3
USR014513,2023-10-31,2023-10,Paid Search,Free,45+,Tier 2,5,27,1,1,1,0,248.5
USR014514,2023-10-07,2023-10,Social Media,Pro,45+,Tier 2,2,1,0,0,0,1,2800.08
USR014515,2023-06-26,2023-06,Email,Free,25-34,Tier 2,2,2,1,1,0,1,158.36
USR014516,2023-02-16,2023-02,Organic,Free,35-44,Tier 3,2,4,1,0,0,1,262.78
USR014517,2023-03-14,2023-03,Paid Search,Basic,45+,Tier 2,4,16,1,0,1,0,1245.04
USR014518,2023-12-21,2023-12,Paid Search,Basic,25-34,Tier 2,5,1,0,0,0,1,815.6
USR014519,2023-09-17,2023-09,Organic,Basic,45+,Tier 3,2,4,1,1,0,1,986.58
USR014520,2023-03-15,2023-03,Paid Search,Free,18-24,Tier 3,5,4,1,0,0,1,230.67
USR014521,2023-02-28,2023-02,Social Media,Pro,45+,Tier 3,3,8,1,1,1,0,2769.52
USR014522,2023-07-13,2023-07,Paid Search,Free,35-44,Tier 2,4,4,1,0,0,1,33.63
USR014523,2023-12-20,2023-12,Email,Free,45+,Tier 2,3,15,1,0,1,0,106.0
USR014524,2023-10-08,2023-10,Social Media,Basic,35-44,Tier 2,1,9,1,0,1,0,969.68
USR014525,2023-08-08,2023-08,Referral,Pro,25-34,Tier 1,5,7,1,1,1,0,2968.7
USR014526,2023-01-31,2023-01,Organic,Basic,18-24,Tier 2,2,3,1,0,0,1,1447.04
USR014527,2023-02-26,2023-02,Organic,Free,18-24,Tier 1,1,2,0,0,0,1,66.27
USR014528,2023-05-07,2023-05,Social Media,Free,18-24,Tier 3,3,2,1,1,0,1,146.38
USR014529,2023-12-03,2023-12,Organic,Pro,25-34,Tier 1,3,8,1,1,1,0,2302.89
USR014530,2023-08-08,2023-08,Paid Search,Basic,35-44,Tier 1,4,19,1,1,1,0,804.84
USR014531,2023-08-10,2023-08,Email,Free,18-24,Tier 1,2,4,1,1,0,1,280.01
USR014532,2023-06-15,2023-06,Organic,Basic,18-24,Tier 2,5,6,1,1,1,0,1184.7
USR014533,2023-05-27,2023-05,Paid Search,Basic,18-24,Tier 1,5,1,0,0,0,1,1345.35
USR014534,2023-01-30,2023-01,Organic,Free,45+,Tier 3,4,25,1,1,1,0,166.04
USR014535,2023-11-11,2023-11,Social Media,Basic,18-24,Tier 3,5,28,1,1,1,0,1017.71
USR014536,2023-01-23,2023-01,Organic,Free,25-34,Tier 2,4,4,1,0,0,1,288.35
USR014537,2023-05-19,2023-05,Social Media,Free,45+,Tier 2,5,19,1,1,1,0,105.7
USR014538,2023-02-04,2023-02,Organic,Free,25-34,Tier 2,4,4,1,1,1,0,160.33
USR014539,2023-08-06,2023-08,Social Media,Free,18-24,Tier 3,5,1,0,0,0,1,217.43
USR014540,2023-05-18,2023-05,Social Media,Free,25-34,Tier 1,5,6,1,0,1,0,248.56
USR014541,2023-12-29,2023-12,Referral,Free,45+,Tier 2,5,1,0,0,0,1,160.5
USR014542,2023-02-23,2023-02,Referral,Free,25-34,Tier 3,4,5,1,1,1,0,313.37
USR014543,2023-10-25,2023-10,Social Media,Free,35-44,Tier 1,2,1,0,0,0,1,171.87
USR014544,2023-06-18,2023-06,Paid Search,Free,35-44,Tier 2,2,4,1,1,0,1,267.11
USR014545,2023-07-21,2023-07,Social Media,Basic,18-24,Tier 1,4,22,1,1,1,0,1200.22
USR014546,2023-07-19,2023-07,Email,Basic,18-24,Tier 3,5,4,1,1,0,1,979.71
USR014547,2023-08-24,2023-08,Organic,Basic,18-24,Tier 2,5,21,1,1,1,0,1254.99
USR014548,2023-06-01,2023-06,Social Media,Free,18-24,Tier 2,3,4,1,1,0,1,224.52
USR014549,2023-03-22,2023-03,Paid Search,Pro,35-44,Tier 3,1,23,1,1,1,0,2739.17
USR014550,2023-10-29,2023-10,Organic,Free,35-44,Tier 2,4,4,1,1,0,1,278.07
USR014551,2023-07-24,2023-07,Paid Search,Free,25-34,Tier 1,2,1,0,0,0,1,85.86
USR014552,2023-12-19,2023-12,Social Media,Free,35-44,Tier 1,5,3,1,1,0,1,168.67
USR014553,2023-12-10,2023-12,Paid Search,Basic,35-44,Tier 1,2,22,1,0,1,0,571.75
USR014554,2023-09-23,2023-09,Referral,Free,18-24,Tier 1,1,4,0,0,0,1,223.16
USR014555,2023-01-17,2023-01,Referral,Free,45+,Tier 3,1,2,0,0,0,1,154.14
USR014556,2023-10-31,2023-10,Referral,Free,18-24,Tier 1,2,4,1,1,0,1,26.42
USR014557,2023-10-14,2023-10,Organic,Free,35-44,Tier 2,4,9,1,1,1,0,266.6
USR014558,2023-10-08,2023-10,Referral,Free,18-24,Tier 2,4,19,1,1,1,0,164.38
USR014559,2023-08-17,2023-08,Social Media,Free,18-24,Tier 3,5,2,1,1,0,1,407.8
USR014560,2023-02-10,2023-02,Paid Search,Free,25-34,Tier 3,4,4,1,1,0,1,184.25
USR014561,2023-09-09,2023-09,Email,Basic,18-24,Tier 2,4,21,1,1,1,0,833.84
USR014562,2023-07-26,2023-07,Paid Search,Free,25-34,Tier 3,2,1,0,0,0,1,205.6
USR014563,2023-04-23,2023-04,Email,Basic,18-24,Tier 2,4,10,1,0,1,0,877.74
USR014564,2023-12-30,2023-12,Email,Free,35-44,Tier 2,5,4,1,1,0,1,236.04
USR014565,2023-11-28,2023-11,Paid Search,Basic,35-44,Tier 3,3,3,1,1,0,1,613.24
USR014566,2023-08-14,2023-08,Paid Search,Free,18-24,Tier 1,2,21,1,1,1,0,260.32
USR014567,2023-01-05,2023-01,Email,Basic,45+,Tier 1,3,3,1,1,0,1,1275.93
USR014568,2023-12-02,2023-12,Paid Search,Basic,45+,Tier 1,4,4,1,1,0,1,1181.4
USR014569,2023-09-01,2023-09,Social Media,Basic,25-34,Tier 1,5,7,1,1,1,0,1553.14
USR014570,2023-12-21,2023-12,Social Media,Free,18-24,Tier 1,4,16,1,1,1,0,139.09
USR014571,2023-06-08,2023-06,Paid Search,Pro,35-44,Tier 1,2,27,1,0,1,0,3007.0
USR014572,2023-12-06,2023-12,Social Media,Pro,25-34,Tier 1,1,6,1,0,1,0,2371.31
USR014573,2023-03-13,2023-03,Paid Search,Free,18-24,Tier 2,5,24,1,1,1,0,189.99
USR014574,2023-03-14,2023-03,Organic,Basic,18-24,Tier 1,1,4,0,0,0,1,1384.76
USR014575,2023-06-01,2023-06,Organic,Free,45+,Tier 3,0,19,1,1,1,0,264.79
USR014576,2023-12-17,2023-12,Paid Search,Basic,18-24,Tier 2,5,3,1,1,1,0,1155.04
USR014577,2023-07-08,2023-07,Paid Search,Basic,35-44,Tier 1,2,16,1,0,1,0,1111.68
USR014578,2023-07-27,2023-07,Referral,Basic,25-34,Tier 1,5,29,1,1,1,0,1057.82
USR014579,2023-04-26,2023-04,Organic,Basic,25-34,Tier 2,4,8,1,0,1,0,1242.87
USR014580,2023-04-27,2023-04,Paid Search,Free,18-24,Tier 2,4,15,1,1,1,0,128.82
USR014581,2023-03-14,2023-03,Paid Search,Free,45+,Tier 2,0,3,0,0,0,1,127.49
USR014582,2023-03-15,2023-03,Organic,Free,25-34,Tier 2,4,21,1,1,1,0,202.28
USR014583,2023-11-19,2023-11,Social Media,Free,25-34,Tier 1,4,23,1,1,1,0,204.7
USR014584,2023-06-14,2023-06,Referral,Free,18-24,Tier 1,5,2,1,1,0,1,160.48
USR014585,2023-11-13,2023-11,Paid Search,Free,25-34,Tier 1,5,18,1,1,1,0,140.75
USR014586,2023-07-20,2023-07,Paid Search,Free,18-24,Tier 3,5,14,1,0,1,0,74.55
USR014587,2023-10-10,2023-10,Organic,Basic,25-34,Tier 2,1,21,1,1,1,0,1051.85
USR014588,2023-04-02,2023-04,Organic,Free,25-34,Tier 1,5,23,1,0,1,0,206.59
USR014589,2023-03-06,2023-03,Social Media,Basic,35-44,Tier 3,4,3,1,1,1,0,1199.46
USR014590,2023-08-22,2023-08,Paid Search,Free,45+,Tier 1,4,4,1,1,0,1,63.36
USR014591,2023-11-30,2023-11,Referral,Basic,45+,Tier 3,5,7,1,1,1,0,1440.95
USR014592,2023-12-15,2023-12,Organic,Free,18-24,Tier 3,1,8,1,1,1,0,203.95
USR014593,2023-03-06,2023-03,Referral,Pro,25-34,Tier 3,1,26,1,0,1,0,2935.79
USR014594,2023-02-20,2023-02,Organic,Free,45+,Tier 3,5,1,0,0,0,1,222.01
USR014595,2023-04-29,2023-04,Referral,Basic,18-24,Tier 1,5,15,1,1,1,0,1360.83
USR014596,2023-10-14,2023-10,Paid Search,Basic,25-34,Tier 1,1,2,0,0,0,1,1362.57
USR014597,2023-08-18,2023-08,Organic,Basic,18-24,Tier 1,5,25,1,1,1,0,1384.09
USR014598,2023-02-28,2023-02,Organic,Free,35-44,Tier 2,4,1,0,0,0,1,0.0
USR014599,2023-02-04,2023-02,Paid Search,Basic,25-34,Tier 1,4,24,1,0,1,0,1175.6
USR014600,2023-11-11,2023-11,Paid Search,Free,18-24,Tier 1,2,5,1,1,1,0,263.93
USR014601,2023-08-20,2023-08,Paid Search,Free,45+,Tier 1,0,3,0,0,0,1,270.62
USR014602,2023-03-27,2023-03,Organic,Free,25-34,Tier 3,5,3,1,1,0,1,61.49
USR014603,2023-11-30,2023-11,Social Media,Free,25-34,Tier 3,4,5,1,1,1,0,184.87
USR014604,2023-11-11,2023-11,Paid Search,Free,18-24,Tier 2,4,4,1,0,0,1,116.85
USR014605,2023-07-29,2023-07,Organic,Basic,25-34,Tier 2,5,2,1,1,0,1,882.82
USR014606,2023-10-31,2023-10,Social Media,Basic,25-34,Tier 2,2,1,0,0,0,1,1529.66
USR014607,2023-02-25,2023-02,Paid Search,Free,35-44,Tier 1,5,24,1,1,1,0,195.23
USR014608,2023-05-05,2023-05,Paid Search,Free,18-24,Tier 2,3,4,1,1,0,1,344.58
USR014609,2023-04-04,2023-04,Paid Search,Basic,45+,Tier 1,1,18,1,0,1,0,1212.75
USR014610,2023-04-12,2023-04,Organic,Pro,25-34,Tier 1,2,2,1,1,0,1,3374.69
USR014611,2023-02-13,2023-02,Social Media,Free,45+,Tier 1,1,21,1,1,1,0,181.88
USR014612,2023-11-05,2023-11,Organic,Free,18-24,Tier 3,1,3,0,0,0,1,193.9
USR014613,2023-01-08,2023-01,Organic,Free,18-24,Tier 2,4,24,1,0,1,0,111.96
USR014614,2023-09-04,2023-09,Organic,Free,35-44,Tier 2,4,23,1,1,1,0,220.41
USR014615,2023-08-13,2023-08,Paid Search,Free,25-34,Tier 2,2,12,1,0,1,0,265.12
USR014616,2023-11-14,2023-11,Social Media,Free,35-44,Tier 2,5,6,1,1,1,0,155.88
USR014617,2023-01-17,2023-01,Organic,Basic,18-24,Tier 2,3,15,1,0,1,0,1545.73
USR014618,2023-08-19,2023-08,Social Media,Pro,35-44,Tier 2,2,9,1,1,1,0,3423.94
USR014619,2023-01-21,2023-01,Organic,Free,18-24,Tier 2,5,4,1,1,0,1,122.14
USR014620,2023-12-26,2023-12,Paid Search,Basic,25-34,Tier 1,5,4,1,1,0,1,811.7
USR014621,2023-12-06,2023-12,Organic,Basic,18-24,Tier 3,4,3,1,1,1,0,1595.37
USR014622,2023-01-21,2023-01,Email,Free,45+,Tier 3,0,1,0,0,0,1,84.45
USR014623,2023-01-20,2023-01,Email,Free,35-44,Tier 2,5,1,0,0,0,1,201.77
USR014624,2023-07-11,2023-07,Email,Basic,35-44,Tier 3,2,16,1,1,1,0,1704.58
USR014625,2023-04-30,2023-04,Organic,Pro,18-24,Tier 1,5,4,1,1,1,0,2653.86
USR014626,2023-12-02,2023-12,Social Media,Basic,35-44,Tier 2,4,15,1,1,1,0,1172.13
USR014627,2023-02-08,2023-02,Organic,Free,25-34,Tier 2,5,4,1,0,0,1,241.47
USR014628,2023-09-02,2023-09,Organic,Basic,25-34,Tier 1,3,25,1,1,1,0,1104.55
USR014629,2023-04-14,2023-04,Paid Search,Basic,18-24,Tier 2,0,2,0,0,0,1,900.24
USR014630,2023-09-01,2023-09,Social Media,Basic,35-44,Tier 2,4,17,1,1,1,0,1696.62
USR014631,2023-06-16,2023-06,Organic,Basic,18-24,Tier 3,3,2,1,1,0,1,1451.33
USR014632,2023-07-10,2023-07,Organic,Free,18-24,Tier 3,4,2,1,1,0,1,45.49
USR014633,2023-10-07,2023-10,Paid Search,Free,25-34,Tier 1,4,12,1,1,1,0,192.7
USR014634,2023-03-26,2023-03,Paid Search,Free,35-44,Tier 1,2,21,1,0,1,0,256.05
USR014635,2023-01-02,2023-01,Organic,Basic,35-44,Tier 2,2,3,1,1,0,1,1485.0
USR014636,2023-08-24,2023-08,Social Media,Basic,25-34,Tier 2,5,12,1,1,1,0,722.96
USR014637,2023-10-01,2023-10,Organic,Free,18-24,Tier 1,5,27,1,1,1,0,269.44
USR014638,2023-10-23,2023-10,Organic,Free,25-34,Tier 2,1,3,1,1,1,0,216.99
USR014639,2023-09-10,2023-09,Paid Search,Pro,25-34,Tier 2,2,3,1,0,0,1,2373.87
USR014640,2023-08-04,2023-08,Email,Free,18-24,Tier 1,4,9,1,0,1,0,144.73
USR014641,2023-06-21,2023-06,Paid Search,Pro,35-44,Tier 3,4,9,1,1,1,0,2521.47
USR014642,2023-08-09,2023-08,Referral,Free,45+,Tier 1,5,16,1,1,1,0,142.2
USR014643,2023-08-15,2023-08,Organic,Free,45+,Tier 2,4,4,1,0,0,1,58.61
USR014644,2023-11-01,2023-11,Paid Search,Free,35-44,Tier 1,3,2,1,1,0,1,241.53
USR014645,2023-12-07,2023-12,Organic,Basic,18-24,Tier 3,4,3,1,0,0,1,1222.44
USR014646,2023-08-28,2023-08,Paid Search,Pro,45+,Tier 2,4,16,1,1,1,0,2499.47
USR014647,2023-09-25,2023-09,Organic,Free,18-24,Tier 3,0,4,0,0,0,1,44.53
USR014648,2023-04-08,2023-04,Paid Search,Basic,25-34,Tier 2,1,29,1,1,1,0,1473.85
USR014649,2023-07-27,2023-07,Paid Search,Basic,25-34,Tier 1,2,1,0,0,0,1,935.18
USR014650,2023-06-27,2023-06,Paid Search,Free,18-24,Tier 2,1,2,0,0,0,1,177.74
USR014651,2023-08-19,2023-08,Paid Search,Pro,18-24,Tier 1,3,26,1,1,1,0,3234.22
USR014652,2023-04-01,2023-04,Paid Search,Free,25-34,Tier 3,4,3,1,0,0,1,95.34
USR014653,2023-04-08,2023-04,Referral,Free,18-24,Tier 3,2,9,1,1,1,0,197.15
USR014654,2023-08-13,2023-08,Referral,Free,18-24,Tier 1,4,14,1,0,1,0,121.24
USR014655,2023-04-09,2023-04,Paid Search,Free,18-24,Tier 3,3,23,1,1,1,0,170.53
USR014656,2023-06-07,2023-06,Paid Search,Free,35-44,Tier 1,5,3,1,0,1,0,254.32
USR014657,2023-10-02,2023-10,Social Media,Free,18-24,Tier 3,4,30,1,1,1,0,271.36
USR014658,2023-04-19,2023-04,Social Media,Free,18-24,Tier 1,5,19,1,0,1,0,266.62
USR014659,2023-09-08,2023-09,Email,Basic,25-34,Tier 1,3,9,1,1,1,0,966.85
USR014660,2023-01-05,2023-01,Email,Free,18-24,Tier 2,0,9,1,0,1,0,287.61
USR014661,2023-09-20,2023-09,Referral,Free,35-44,Tier 1,3,13,1,1,1,0,132.19
USR014662,2023-08-24,2023-08,Organic,Free,25-34,Tier 2,3,20,1,1,1,0,113.35
USR014663,2023-07-26,2023-07,Paid Search,Free,25-34,Tier 2,4,17,1,1,1,0,45.08
USR014664,2023-06-12,2023-06,Email,Free,25-34,Tier 2,0,1,0,0,0,1,234.82
USR014665,2023-10-31,2023-10,Organic,Basic,45+,Tier 3,5,3,1,1,0,1,1605.18
USR014666,2023-05-20,2023-05,Paid Search,Pro,35-44,Tier 1,4,26,1,1,1,0,2769.43
USR014667,2023-10-10,2023-10,Paid Search,Pro,25-34,Tier 3,4,25,1,1,1,0,3516.71
USR014668,2023-03-11,2023-03,Email,Basic,45+,Tier 2,1,8,1,0,1,0,1409.02
USR014669,2023-11-04,2023-11,Organic,Free,35-44,Tier 2,2,2,1,1,0,1,209.08
USR014670,2023-02-23,2023-02,Paid Search,Free,18-24,Tier 1,3,3,1,1,0,1,207.46
USR014671,2023-04-30,2023-04,Organic,Free,35-44,Tier 2,1,1,0,0,0,1,146.29
USR014672,2023-11-26,2023-11,Referral,Free,45+,Tier 1,1,27,1,1,1,0,287.34
USR014673,2023-05-25,2023-05,Social Media,Free,35-44,Tier 1,4,26,1,1,1,0,162.23
USR014674,2023-07-28,2023-07,Paid Search,Pro,25-34,Tier 3,5,26,1,1,1,0,3346.91
USR014675,2023-01-01,2023-01,Paid Search,Free,18-24,Tier 2,2,11,1,0,1,0,55.31
USR014676,2023-07-25,2023-07,Referral,Free,35-44,Tier 2,3,5,1,0,1,0,238.91
USR014677,2023-01-26,2023-01,Social Media,Free,25-34,Tier 1,3,1,0,0,0,1,95.95
USR014678,2023-12-09,2023-12,Organic,Free,25-34,Tier 1,4,12,1,0,1,0,381.09
USR014679,2023-02-07,2023-02,Organic,Free,18-24,Tier 2,5,20,1,1,1,0,332.58
USR014680,2023-11-06,2023-11,Organic,Free,18-24,Tier 1,5,2,1,1,0,1,366.46
USR014681,2023-11-26,2023-11,Paid Search,Free,35-44,Tier 1,5,3,1,1,0,1,91.71
USR014682,2023-12-14,2023-12,Paid Search,Basic,45+,Tier 2,1,4,0,0,0,1,1514.93
USR014683,2023-03-15,2023-03,Paid Search,Free,18-24,Tier 1,5,28,1,1,1,0,191.79
USR014684,2023-01-15,2023-01,Paid Search,Free,18-24,Tier 1,1,2,0,0,0,1,157.49
USR014685,2023-07-17,2023-07,Organic,Free,35-44,Tier 2,5,10,1,1,1,0,206.32
USR014686,2023-02-09,2023-02,Social Media,Basic,45+,Tier 1,3,11,1,1,1,0,772.32
USR014687,2023-10-12,2023-10,Paid Search,Pro,25-34,Tier 3,3,2,1,0,0,1,2225.9
USR014688,2023-05-17,2023-05,Email,Basic,18-24,Tier 2,5,3,1,0,0,1,927.97
USR014689,2023-04-08,2023-04,Social Media,Free,25-34,Tier 3,5,2,1,1,0,1,263.29
USR014690,2023-03-01,2023-03,Organic,Basic,45+,Tier 2,2,8,1,1,1,0,767.51
USR014691,2023-06-15,2023-06,Social Media,Free,25-34,Tier 1,2,3,1,0,0,1,315.21
USR014692,2023-10-09,2023-10,Social Media,Free,18-24,Tier 3,4,4,1,1,0,1,209.01
USR014693,2023-04-12,2023-04,Paid Search,Free,25-34,Tier 3,4,27,1,1,1,0,67.64
USR014694,2023-05-13,2023-05,Paid Search,Free,25-34,Tier 1,5,8,1,1,1,0,211.75
USR014695,2023-12-03,2023-12,Organic,Basic,35-44,Tier 2,4,29,1,1,1,0,1225.11
USR014696,2023-11-22,2023-11,Social Media,Basic,25-34,Tier 1,4,1,0,0,0,1,1188.39
USR014697,2023-03-09,2023-03,Referral,Free,25-34,Tier 3,4,9,1,1,1,0,167.45
USR014698,2023-01-18,2023-01,Paid Search,Basic,45+,Tier 1,5,29,1,1,1,0,1411.69
USR014699,2023-05-24,2023-05,Social Media,Free,18-24,Tier 3,5,3,1,1,0,1,328.65
USR014700,2023-11-18,2023-11,Organic,Free,25-34,Tier 3,5,1,0,0,0,1,110.11
USR014701,2023-11-19,2023-11,Social Media,Free,35-44,Tier 2,4,2,1,1,0,1,224.89
USR014702,2023-11-12,2023-11,Social Media,Free,25-34,Tier 1,2,2,1,0,0,1,175.67
USR014703,2023-06-28,2023-06,Paid Search,Free,35-44,Tier 2,5,2,1,1,0,1,70.64
USR014704,2023-07-16,2023-07,Social Media,Free,25-34,Tier 2,0,17,1,0,1,0,212.4
USR014705,2023-10-19,2023-10,Organic,Free,25-34,Tier 3,4,30,1,0,1,0,201.7
USR014706,2023-01-12,2023-01,Social Media,Basic,25-34,Tier 1,4,9,1,1,1,0,1259.96
USR014707,2023-02-06,2023-02,Organic,Free,18-24,Tier 1,3,3,1,0,0,1,332.59
USR014708,2023-01-29,2023-01,Email,Basic,25-34,Tier 1,5,24,1,1,1,0,1279.18
USR014709,2023-06-06,2023-06,Organic,Free,25-34,Tier 3,3,1,0,0,0,1,137.79
USR014710,2023-06-20,2023-06,Social Media,Free,25-34,Tier 3,5,2,1,1,0,1,162.75
USR014711,2023-09-15,2023-09,Paid Search,Free,35-44,Tier 3,5,27,1,0,1,0,216.23
USR014712,2023-12-12,2023-12,Referral,Basic,45+,Tier 2,4,23,1,1,1,0,1501.8
USR014713,2023-09-10,2023-09,Paid Search,Free,18-24,Tier 2,4,1,0,0,0,1,156.11
USR014714,2023-08-05,2023-08,Paid Search,Basic,18-24,Tier 1,3,5,1,1,1,0,1070.05
